"","date","team1","team1_score","team2","team2_score","map","event","winner","win_margin"
"1949","30/3/19","Vitality","16","BIG","8","Dust2","StarSeries i-League Season 7","BIG",8
"1950","30/3/19","Vitality","16","BIG","11","Overpass","StarSeries i-League Season 7","Vitality",5
"1951","30/3/19","NiP","14","fnatic","16","Mirage","StarSeries i-League Season 7","fnatic",2
"1952","30/3/19","NiP","16","fnatic","19","Cache","StarSeries i-League Season 7","fnatic",3
"1953","30/3/19","fnatic","14","NiP","16","Overpass","StarSeries i-League Season 7","NiP",2
"1954","30/3/19","TYLOO","13","Renegades","16","Dust2","StarSeries i-League Season 7","Renegades",3
"1955","30/3/19","TYLOO","13","Renegades","16","Inferno","StarSeries i-League Season 7","Renegades",3
"1956","30/3/19","NRG","16","North","0","Train","StarSeries i-League Season 7","NRG",16
"1957","30/3/19","North","13","NRG","16","Dust2","StarSeries i-League Season 7","NRG",3
"1958","30/3/19","North","16","NRG","14","Inferno","StarSeries i-League Season 7","North",2
"1959","30/3/19","Spirit","13","ENCE","16","Dust2","StarSeries i-League Season 7","ENCE",3
"1960","30/3/19","Spirit","11","ENCE","16","Nuke","StarSeries i-League Season 7","ENCE",5
"1961","29/3/19","OpTic","4","forZe","16","Inferno","GG.BET Sydney Invitational","OpTic",12
"1962","29/3/19","OpTic","9","forZe","16","Mirage","GG.BET Sydney Invitational","OpTic",7
"1963","28/3/19","Heroic","16","Sprout","10","Mirage","GG.BET Sydney Invitational","Heroic",6
"1964","28/3/19","Heroic","19","Sprout","16","Dust2","GG.BET Sydney Invitational","Heroic",3
"1965","27/3/19","Sprout","16","Winstrike","13","Dust2","GG.BET Sydney Invitational","Sprout",3
"1966","27/3/19","Virtus.pro","12","Sprout","16","Train","GG.BET Sydney Invitational","Sprout",4
"1967","27/3/19","AGO","16","pro100","13","Inferno","Kalashnikov Cup Season 2","AGO",3
"1968","27/3/19","Epsilon","12","Virtus.pro","16","Inferno","Kalashnikov Cup Season 2","Virtus.pro",4
"1969","26/3/19","Heroic","16","Winstrike","9","Mirage","GG.BET Sydney Invitational","Winstrike",7
"1970","26/3/19","Sprout","5","Heroic","16","Inferno","GG.BET Sydney Invitational","Sprout",11
"1971","26/3/19","Winstrike","16","Virtus.pro","4","Train","GG.BET Sydney Invitational","Virtus.pro",12
"1972","25/3/19","Movistar Riders","19","Sprout","16","Inferno","ESEA MDL Season 30 Europe","Movistar Riders",3
"1973","25/3/19","Sprout","13","Movistar Riders","16","Mirage","ESEA MDL Season 30 Europe","Movistar Riders",3
"1974","25/3/19","Movistar Riders","15","Sprout","19","Nuke","ESEA MDL Season 30 Europe","Sprout",4
"1975","25/3/19","forZe","16","Movistar Riders","11","Inferno","GG.BET Sydney Invitational","forZe",5
"1976","25/3/19","Spirit","7","Epsilon","16","Cache","ESEA MDL Season 30 Europe","Spirit",9
"1977","25/3/19","Epsilon","16","Spirit","14","Dust2","ESEA MDL Season 30 Europe","Epsilon",2
"1978","25/3/19","eUnited","3","FURIA","16","Inferno","DreamHack Masters Dallas 2019 North America Closed Qualifier","eUnited",13
"1979","25/3/19","FURIA","16","eUnited","6","Nuke","DreamHack Masters Dallas 2019 North America Closed Qualifier","eUnited",10
"1980","24/3/19","G2","16","AVANGAR","8","Cache","DreamHack Masters Dallas 2019 Europe Closed Qualifier","AVANGAR",8
"1981","24/3/19","AVANGAR","2","G2","16","Dust2","DreamHack Masters Dallas 2019 Europe Closed Qualifier","AVANGAR",14
"1982","23/3/19","eUnited","5","FURIA","16","Mirage","DreamHack Masters Dallas 2019 North America Closed Qualifier","eUnited",11
"1983","23/3/19","FURIA","16","eUnited","11","Train","DreamHack Masters Dallas 2019 North America Closed Qualifier","FURIA",5
"1984","23/3/19","Liquid","2","Astralis","16","Overpass","BLAST Pro Series São Paulo 2019","Liquid",14
"1985","23/3/19","Liquid","8","Astralis","16","Inferno","BLAST Pro Series São Paulo 2019","Liquid",8
"1986","23/3/19","Astralis","13","Liquid","16","Dust2","BLAST Pro Series São Paulo 2019","Liquid",3
"1987","23/3/19","Envy","25","Complexity","22","Mirage","DreamHack Masters Dallas 2019 North America Closed Qualifier","Envy",3
"1988","23/3/19","Complexity","10","Envy","16","Cache","DreamHack Masters Dallas 2019 North America Closed Qualifier","Envy",6
"1989","23/3/19","Complexity","19","Envy","16","Inferno","DreamHack Masters Dallas 2019 North America Closed Qualifier","Complexity",3
"1990","23/3/19","ENCE","15","Liquid","15","Overpass","BLAST Pro Series São Paulo 2019","Liquid",0
"1991","23/3/19","Astralis","16","FaZe","13","Dust2","BLAST Pro Series São Paulo 2019","Astralis",3
"1992","23/3/19","MIBR","13","NiP","16","Train","BLAST Pro Series São Paulo 2019","NiP",3
"1993","23/3/19","Astralis","16","NiP","12","Dust2","BLAST Pro Series São Paulo 2019","Astralis",4
"1994","23/3/19","FaZe","9","ENCE","16","Nuke","BLAST Pro Series São Paulo 2019","FaZe",7
"1995","23/3/19","MIBR","2","Liquid","16","Dust2","BLAST Pro Series São Paulo 2019","MIBR",14
"1996","23/3/19","Astralis","16","MIBR","10","Overpass","BLAST Pro Series São Paulo 2019","Astralis",6
"1997","23/3/19","FaZe","8","Liquid","16","Cache","BLAST Pro Series São Paulo 2019","FaZe",8
"1998","23/3/19","NiP","7","ENCE","16","Nuke","BLAST Pro Series São Paulo 2019","NiP",9
"1999","23/3/19","Valiance","3","G2","16","Dust2","DreamHack Masters Dallas 2019 Europe Closed Qualifier","Valiance",13
"2000","23/3/19","G2","16","Valiance","4","Train","DreamHack Masters Dallas 2019 Europe Closed Qualifier","Valiance",12
"2001","23/3/19","Windigo","16","AVANGAR","1","Inferno","DreamHack Masters Dallas 2019 Europe Closed Qualifier","Windigo",15
"2002","23/3/19","AVANGAR","12","Windigo","16","Overpass","DreamHack Masters Dallas 2019 Europe Closed Qualifier","Windigo",4
"2003","23/3/19","Tricked","2","NoChance","16","Inferno","Good Game League 2019 Qualifier 1 Warsaw","Tricked",14
"2004","23/3/19","BIG","5","Valiance","16","Mirage","DreamHack Masters Dallas 2019 Europe Closed Qualifier","BIG",11
"2005","23/3/19","BIG","13","Valiance","16","Dust2","DreamHack Masters Dallas 2019 Europe Closed Qualifier","Valiance",3
"2006","23/3/19","HellRaisers","13","G2","16","Nuke","DreamHack Masters Dallas 2019 Europe Closed Qualifier","G2",3
"2007","23/3/19","G2","16","HellRaisers","2","Train","DreamHack Masters Dallas 2019 Europe Closed Qualifier","HellRaisers",14
"2008","22/3/19","ENCE","14","Astralis","16","Dust2","BLAST Pro Series São Paulo 2019","Astralis",2
"2009","22/3/19","MIBR","11","FaZe","16","Nuke","BLAST Pro Series São Paulo 2019","FaZe",5
"2010","22/3/19","Liquid","16","NiP","3","Overpass","BLAST Pro Series São Paulo 2019","NiP",13
"2011","22/3/19","Complexity","8","FURIA","16","Overpass","DreamHack Masters Dallas 2019 North America Closed Qualifier","Complexity",8
"2012","22/3/19","FURIA","16","Complexity","13","Nuke","DreamHack Masters Dallas 2019 North America Closed Qualifier","FURIA",3
"2013","22/3/19","Astralis","16","Liquid","13","Dust2","BLAST Pro Series São Paulo 2019","Astralis",3
"2014","22/3/19","ENCE","16","MIBR","9","Train","BLAST Pro Series São Paulo 2019","MIBR",7
"2015","22/3/19","NiP","16","FaZe","7","Mirage","BLAST Pro Series São Paulo 2019","FaZe",9
"2016","22/3/19","Windigo","9","Movistar Riders","16","Mirage","ECS Season 7 Europe Pinnacle Cup","Windigo",7
"2017","22/3/19","Movistar Riders","16","Windigo","12","Inferno","ECS Season 7 Europe Pinnacle Cup","Movistar Riders",4
"2018","22/3/19","eUnited","16","Envy","11","Train","DreamHack Masters Dallas 2019 North America Closed Qualifier","eUnited",5
"2019","22/3/19","Envy","8","eUnited","16","Overpass","DreamHack Masters Dallas 2019 North America Closed Qualifier","Envy",8
"2020","22/3/19","eUnited","8","Envy","16","Inferno","DreamHack Masters Dallas 2019 North America Closed Qualifier","eUnited",8
"2021","22/3/19","Heroic","25","BIG","28","Cache","DreamHack Masters Dallas 2019 Europe Closed Qualifier","BIG",3
"2022","22/3/19","BIG","16","Heroic","10","Mirage","DreamHack Masters Dallas 2019 Europe Closed Qualifier","BIG",6
"2023","22/3/19","G2","14","Windigo","16","Inferno","DreamHack Masters Dallas 2019 Europe Closed Qualifier","Windigo",2
"2024","22/3/19","Windigo","16","G2","19","Dust2","DreamHack Masters Dallas 2019 Europe Closed Qualifier","G2",3
"2025","22/3/19","G2","14","Windigo","16","Train","DreamHack Masters Dallas 2019 Europe Closed Qualifier","Windigo",2
"2026","22/3/19","AVANGAR","16","Valiance","13","Cache","DreamHack Masters Dallas 2019 Europe Closed Qualifier","AVANGAR",3
"2027","22/3/19","Valiance","14","AVANGAR","16","Inferno","DreamHack Masters Dallas 2019 Europe Closed Qualifier","AVANGAR",2
"2028","22/3/19","AVANGAR","3","Valiance","16","Train","DreamHack Masters Dallas 2019 Europe Closed Qualifier","AVANGAR",13
"2029","22/3/19","HellRaisers","7","Valiance","16","Train","DreamHack Masters Dallas 2019 Europe Closed Qualifier","HellRaisers",9
"2030","22/3/19","Valiance","11","HellRaisers","16","Inferno","DreamHack Masters Dallas 2019 Europe Closed Qualifier","HellRaisers",5
"2031","22/3/19","HellRaisers","9","Valiance","16","Nuke","DreamHack Masters Dallas 2019 Europe Closed Qualifier","HellRaisers",7
"2032","22/3/19","Windigo","16","BIG","11","Dust2","DreamHack Masters Dallas 2019 Europe Closed Qualifier","Windigo",5
"2033","22/3/19","BIG","14","Windigo","16","Overpass","DreamHack Masters Dallas 2019 Europe Closed Qualifier","Windigo",2
"2034","22/3/19","Heroic","12","G2","16","Nuke","DreamHack Masters Dallas 2019 Europe Closed Qualifier","G2",4
"2035","22/3/19","Heroic","7","G2","16","Cache","DreamHack Masters Dallas 2019 Europe Closed Qualifier","Heroic",9
"2036","22/3/19","G2","17","Heroic","19","Overpass","DreamHack Masters Dallas 2019 Europe Closed Qualifier","Heroic",2
"2037","21/3/19","FURIA","6","NRG","16","Train","ECS Season 7 North America Week 2","FURIA",10
"2038","21/3/19","FURIA","20","NRG","22","Overpass","ECS Season 7 North America Week 2","NRG",2
"2039","21/3/19","NRG","11","FURIA","16","Inferno","ECS Season 7 North America Week 2","FURIA",5
"2040","21/3/19","Heroic","16","NoChance","7","Overpass","DreamHack Masters Dallas 2019 Europe Open Qualifier","NoChance",9
"2041","21/3/19","North","16","Vitality","14","Nuke","ECS Season 7 Europe Week 2","North",2
"2042","21/3/19","Vitality","5","North","16","Inferno","ECS Season 7 Europe Week 2","Vitality",11
"2043","21/3/19","Vitality","16","North","2","Cache","ECS Season 7 Europe Week 2","North",14
"2044","21/3/19","Chaos","28","Nemiga","26","Inferno","DreamHack Masters Dallas 2019 Europe Open Qualifier","Chaos",2
"2045","21/3/19","Epsilon","10","Heroic","16","Mirage","DreamHack Masters Dallas 2019 Europe Open Qualifier","Heroic",6
"2046","21/3/19","Spirit","22","Valiance","18","Mirage","ESEA MDL Season 30 Europe","Spirit",4
"2047","21/3/19","Valiance","26","Spirit","28","Inferno","ESEA MDL Season 30 Europe","Spirit",2
"2048","21/3/19","x-kom","15","NoChance","19","Mirage","DreamHack Masters Dallas 2019 Europe Open Qualifier","NoChance",4
"2049","20/3/19","Complexity","11","FURIA","16","Nuke","ECS Season 7 North America Week 2","FURIA",5
"2050","20/3/19","FURIA","9","Complexity","16","Mirage","ECS Season 7 North America Week 2","FURIA",7
"2051","20/3/19","Complexity","7","FURIA","16","Inferno","ECS Season 7 North America Week 2","Complexity",9
"2052","20/3/19","mousesports","3","Vitality","16","Dust2","ECS Season 7 Europe Week 2","mousesports",13
"2053","20/3/19","mousesports","16","Vitality","4","Mirage","ECS Season 7 Europe Week 2","Vitality",12
"2054","20/3/19","Vitality","16","mousesports","5","Overpass","ECS Season 7 Europe Week 2","mousesports",11
"2055","20/3/19","AVANGAR","16","Winstrike","6","Mirage","LOOT.BET Season 1","Winstrike",10
"2056","20/3/19","AVANGAR","16","Winstrike","8","Dust2","LOOT.BET Season 1","Winstrike",8
"2057","20/3/19","AVANGAR","17","Winstrike","19","Train","LOOT.BET Season 1","Winstrike",2
"2058","20/3/19","AGO","12","Heroic","16","Overpass","ECS Season 7 Europe Pinnacle Cup","Heroic",4
"2059","20/3/19","AGO","7","Heroic","16","Mirage","ECS Season 7 Europe Pinnacle Cup","AGO",9
"2060","20/3/19","Heroic","13","AGO","16","Cache","ECS Season 7 Europe Pinnacle Cup","AGO",3
"2061","19/3/19","NRG","16","INTZ","1","Train","ECS Season 7 North America Week 2","NRG",15
"2062","19/3/19","NRG","16","INTZ","2","Overpass","ECS Season 7 North America Week 2","INTZ",14
"2063","19/3/19","Nemiga","11","Epsilon","16","Cache","Charleroi Esports Europe Qualifier 2","Epsilon",5
"2064","19/3/19","Epsilon","16","Nemiga","5","Inferno","Charleroi Esports Europe Qualifier 2","Nemiga",11
"2065","19/3/19","AVANGAR","16","North","19","Dust2","ECS Season 7 Europe Week 2","North",3
"2066","19/3/19","North","16","AVANGAR","7","Train","ECS Season 7 Europe Week 2","AVANGAR",9
"2067","19/3/19","NoChance","16","Winstrike","19","Mirage","LOOT.BET Season 1","Winstrike",3
"2068","19/3/19","NoChance","16","Winstrike","11","Dust2","LOOT.BET Season 1","NoChance",5
"2069","19/3/19","Winstrike","16","NoChance","13","Overpass","LOOT.BET Season 1","Winstrike",3
"2070","18/3/19","eUnited","19","INTZ","22","Mirage","ECS Season 7 North America Week 2","INTZ",3
"2071","18/3/19","eUnited","14","INTZ","16","Cache","ECS Season 7 North America Week 2","INTZ",2
"2072","18/3/19","eUnited","16","INTZ","4","Inferno","ECS Season 7 North America Week 2","INTZ",12
"2073","18/3/19","mousesports","19","fnatic","15","Inferno","ECS Season 7 Europe Week 2","mousesports",4
"2074","18/3/19","mousesports","16","fnatic","8","Dust2","ECS Season 7 Europe Week 2","fnatic",8
"2075","18/3/19","Virtus.pro","11","North","16","Mirage","ECS Season 7 Europe Week 2","North",5
"2076","18/3/19","Virtus.pro","11","North","16","Train","ECS Season 7 Europe Week 2","North",5
"2077","18/3/19","North","20","Virtus.pro","22","Nuke","ECS Season 7 Europe Week 2","Virtus.pro",2
"2078","18/3/19","AVANGAR","16","forZe","8","Dust2","ECS Season 7 Europe Week 2","forZe",8
"2079","18/3/19","forZe","11","AVANGAR","16","Mirage","ECS Season 7 Europe Week 2","AVANGAR",5
"2080","17/3/19","Windigo","16","AGO","7","Dust2","WESG 2018 World Finals","AGO",9
"2081","17/3/19","Windigo","16","AGO","13","Mirage","WESG 2018 World Finals","Windigo",3
"2082","17/3/19","AGO","16","Windigo","14","Inferno","WESG 2018 World Finals","AGO",2
"2083","17/3/19","fnatic","8","G2","16","Dust2","WESG 2018 World Finals","fnatic",8
"2084","17/3/19","G2","16","fnatic","8","Inferno","WESG 2018 World Finals","fnatic",8
"2085","16/3/19","G2","7","Windigo","16","Overpass","WESG 2018 World Finals","G2",9
"2086","16/3/19","G2","17","Windigo","19","Cache","WESG 2018 World Finals","Windigo",2
"2087","16/3/19","fnatic","12","AGO","16","Nuke","WESG 2018 World Finals","AGO",4
"2088","16/3/19","fnatic","16","AGO","6","Cache","WESG 2018 World Finals","AGO",10
"2089","16/3/19","fnatic","0","AGO","16","Inferno","WESG 2018 World Finals","AGO",16
"2090","15/3/19","Vitality","19","ENCE","17","Nuke","ESEA MDL Season 30 Europe","Vitality",2
"2091","15/3/19","HAVU","16","x-kom","12","Mirage","CS.Money Premier by EM","HAVU",4
"2092","15/3/19","x-kom","20","HAVU","22","Train","CS.Money Premier by EM","HAVU",2
"2093","15/3/19","ENCE","14","Sprout","16","Dust2","ESEA MDL Season 30 Europe","Sprout",2
"2094","14/3/19","Astralis","16","NiP","1","Inferno","ECS Season 7 Europe Week 1","Astralis",15
"2095","14/3/19","NiP","9","Astralis","16","Train","ECS Season 7 Europe Week 1","NiP",7
"2096","14/3/19","forZe","16","Chaos","7","Inferno","ESEA MDL Season 30 Europe","Chaos",9
"2097","14/3/19","Vitality","16","Epsilon","5","Cache","ECS Season 7 Europe Pinnacle Cup","Epsilon",11
"2098","14/3/19","Vitality","8","Epsilon","16","Train","ECS Season 7 Europe Pinnacle Cup","Vitality",8
"2099","14/3/19","Epsilon","6","Vitality","16","Nuke","ECS Season 7 Europe Pinnacle Cup","Epsilon",10
"2100","14/3/19","Windigo","16","MIBR","13","Overpass","WESG 2018 World Finals","Windigo",3
"2101","14/3/19","Windigo","8","MIBR","16","Train","WESG 2018 World Finals","Windigo",8
"2102","14/3/19","Windigo","16","MIBR","8","Dust2","WESG 2018 World Finals","MIBR",8
"2103","14/3/19","Valiance","6","AGO","16","Dust2","WESG 2018 World Finals","Valiance",10
"2104","14/3/19","AGO","16","Valiance","12","Inferno","WESG 2018 World Finals","AGO",4
"2105","14/3/19","AGO","13","Valiance","16","Train","WESG 2018 World Finals","Valiance",3
"2106","14/3/19","fnatic","16","OpTic","11","Overpass","WESG 2018 World Finals","fnatic",5
"2107","14/3/19","OpTic","14","fnatic","16","Mirage","WESG 2018 World Finals","fnatic",2
"2108","13/3/19","Complexity","16","NRG","5","Mirage","ECS Season 7 North America Week 1","NRG",11
"2109","13/3/19","Complexity","16","NRG","11","Nuke","ECS Season 7 North America Week 1","Complexity",5
"2110","13/3/19","NiP","16","FaZe","5","Overpass","ECS Season 7 Europe Week 1","FaZe",11
"2111","13/3/19","FaZe","17","NiP","19","Train","ECS Season 7 Europe Week 1","NiP",2
"2112","13/3/19","FaZe","16","NiP","2","Inferno","ECS Season 7 Europe Week 1","NiP",14
"2113","13/3/19","Spirit","6","ENCE","16","Inferno","ESEA MDL Season 30 Europe","Spirit",10
"2114","13/3/19","Virtus.pro","7","ENCE","16","Mirage","ESEA MDL Season 30 Europe","Virtus.pro",9
"2115","13/3/19","Sprout","3","Vitality","16","Dust2","ESEA MDL Season 30 Europe","Sprout",13
"2116","13/3/19","Chaos","17","Virtus.pro","19","Mirage","ESEA MDL Season 30 Europe","Virtus.pro",2
"2117","13/3/19","Spirit","5","Vitality","16","Dust2","ESEA MDL Season 30 Europe","Spirit",11
"2118","13/3/19","forZe","16","Sprout","12","Train","ESEA MDL Season 30 Europe","forZe",4
"2119","13/3/19","Epsilon","10","Vitality","16","Dust2","ESEA MDL Season 30 Europe","Vitality",6
"2120","12/3/19","Astralis","16","AVANGAR","13","Inferno","ECS Season 7 Europe Week 1","Astralis",3
"2121","12/3/19","Astralis","16","AVANGAR","14","Overpass","ECS Season 7 Europe Week 1","Astralis",2
"2122","12/3/19","Chaos","6","ENCE","16","Mirage","ESEA MDL Season 30 Europe","Chaos",10
"2123","12/3/19","Spirit","16","Virtus.pro","4","Dust2","ESEA MDL Season 30 Europe","Virtus.pro",12
"2124","12/3/19","Movistar Riders","16","fnatic","13","Overpass","WESG 2018 World Finals","Movistar Riders",3
"2125","12/3/19","Movistar Riders","5","fnatic","16","Inferno","WESG 2018 World Finals","Movistar Riders",11
"2126","12/3/19","Windigo","16","fnatic","9","Overpass","WESG 2018 World Finals","fnatic",7
"2127","12/3/19","Windigo","8","fnatic","16","Inferno","WESG 2018 World Finals","Windigo",8
"2128","12/3/19","Windigo","19","Movistar Riders","16","Mirage","WESG 2018 World Finals","Windigo",3
"2129","12/3/19","Windigo","16","Movistar Riders","4","Train","WESG 2018 World Finals","Movistar Riders",12
"2130","12/3/19","Complexity","16","eUnited","6","Overpass","ECS Season 7 North America Week 1","eUnited",10
"2131","12/3/19","eUnited","14","Complexity","16","Inferno","ECS Season 7 North America Week 1","Complexity",2
"2132","12/3/19","Complexity","11","eUnited","16","Nuke","ECS Season 7 North America Week 1","eUnited",5
"2133","11/3/19","FaZe","16","Virtus.pro","12","Cache","ECS Season 7 Europe Week 1","FaZe",4
"2134","11/3/19","Virtus.pro","9","FaZe","16","Inferno","ECS Season 7 Europe Week 1","Virtus.pro",7
"2135","11/3/19","Virtus.pro","16","FaZe","5","Train","ECS Season 7 Europe Week 1","FaZe",11
"2136","11/3/19","NiP","16","forZe","10","Dust2","ECS Season 7 Europe Week 1","NiP",6
"2137","11/3/19","NiP","16","forZe","9","Train","ECS Season 7 Europe Week 1","forZe",7
"2138","11/3/19","Chaos","14","Spirit","16","Inferno","ESEA MDL Season 30 Europe","Spirit",2
"2139","11/3/19","forZe","16","ENCE","6","Overpass","ESEA MDL Season 30 Europe","ENCE",10
"2140","11/3/19","North","8","AVANGAR","16","Mirage","ECS Season 7 Europe Week 1","North",8
"2141","11/3/19","AVANGAR","14","North","16","Inferno","ECS Season 7 Europe Week 1","North",2
"2142","11/3/19","North","12","AVANGAR","16","Overpass","ECS Season 7 Europe Week 1","AVANGAR",4
"2143","11/3/19","Valiance","16","OpTic","10","Nuke","WESG 2018 World Finals","Valiance",6
"2144","11/3/19","Valiance","16","OpTic","13","Mirage","WESG 2018 World Finals","Valiance",3
"2145","11/3/19","AGO","12","MIBR","16","Train","WESG 2018 World Finals","MIBR",4
"2146","11/3/19","MIBR","16","AGO","5","Nuke","WESG 2018 World Finals","AGO",11
"2147","10/3/19","INTZ","9","eUnited","16","Nuke","DreamHack Open Rio 2019 North America Closed Qualifier","INTZ",7
"2148","10/3/19","INTZ","14","eUnited","16","Overpass","DreamHack Open Rio 2019 North America Closed Qualifier","eUnited",2
"2149","10/3/19","eUnited","13","INTZ","16","Train","DreamHack Open Rio 2019 North America Closed Qualifier","INTZ",3
"2150","10/3/19","Spirit","7","Epsilon","16","Mirage","ESEA MDL Season 30 Europe","Spirit",9
"2151","8/3/19","NoChance","12","AVANGAR","16","Mirage","LOOT.BET Season 1","AVANGAR",4
"2152","8/3/19","NoChance","11","AVANGAR","16","Overpass","LOOT.BET Season 1","AVANGAR",5
"2153","7/3/19","Heroic","16","x-kom","14","Nuke","ECS Season 7 Europe Pinnacle Cup","Heroic",2
"2154","7/3/19","Heroic","16","x-kom","12","Dust2","ECS Season 7 Europe Pinnacle Cup","Heroic",4
"2155","7/3/19","x-kom","16","Heroic","6","Inferno","ECS Season 7 Europe Pinnacle Cup","Heroic",10
"2156","7/3/19","Nemiga","14","Windigo","16","Inferno","ECS Season 7 Europe Pinnacle Cup","Windigo",2
"2157","7/3/19","Nemiga","19","Windigo","22","Overpass","ECS Season 7 Europe Pinnacle Cup","Windigo",3
"2158","7/3/19","Chaos","9","Movistar Riders","16","Inferno","ECS Season 7 Europe Pinnacle Cup","Chaos",7
"2159","7/3/19","Chaos","4","Movistar Riders","16","Overpass","ECS Season 7 Europe Pinnacle Cup","Chaos",12
"2160","7/3/19","Sprout","11","AVANGAR","16","Dust2","ECS Season 7 Europe Pinnacle Cup","AVANGAR",5
"2161","7/3/19","Sprout","16","AVANGAR","14","Cache","ECS Season 7 Europe Pinnacle Cup","Sprout",2
"2162","7/3/19","Sprout","17","AVANGAR","19","Inferno","ECS Season 7 Europe Pinnacle Cup","AVANGAR",2
"2163","7/3/19","Vitality","16","AGO","6","Overpass","ECS Season 7 Europe Pinnacle Cup","AGO",10
"2164","7/3/19","Vitality","13","AGO","16","Cache","ECS Season 7 Europe Pinnacle Cup","AGO",3
"2165","7/3/19","Vitality","16","AGO","8","Mirage","ECS Season 7 Europe Pinnacle Cup","AGO",8
"2166","7/3/19","Vitality","16","Movistar Riders","9","Cache","ESEA MDL Season 30 Europe","Movistar Riders",7
"2167","7/3/19","Epsilon","11","forZe","16","Inferno","ESEA MDL Season 30 Europe","forZe",5
"2168","6/3/19","Valiance","16","AVANGAR","13","Dust2","ECS Season 7 Europe Pinnacle Cup","Valiance",3
"2169","6/3/19","AVANGAR","8","Valiance","16","Mirage","ECS Season 7 Europe Pinnacle Cup","AVANGAR",8
"2170","6/3/19","Chaos","16","Winstrike","13","Overpass","ECS Season 7 Europe Pinnacle Cup","Chaos",3
"2171","6/3/19","Chaos","16","Winstrike","12","Dust2","ECS Season 7 Europe Pinnacle Cup","Chaos",4
"2172","6/3/19","AGO","3","forZe","16","Mirage","ECS Season 7 Europe Pinnacle Cup","AGO",13
"2173","6/3/19","forZe","16","AGO","4","Overpass","ECS Season 7 Europe Pinnacle Cup","AGO",12
"2174","6/3/19","Heroic","16","Spirit","10","Inferno","ECS Season 7 Europe Pinnacle Cup","Heroic",6
"2175","6/3/19","Heroic","16","Spirit","12","Nuke","ECS Season 7 Europe Pinnacle Cup","Heroic",4
"2176","6/3/19","Heroic","14","Spirit","16","Mirage","ECS Season 7 Europe Pinnacle Cup","Spirit",2
"2177","6/3/19","Nemiga","6","Vitality","16","Dust2","ECS Season 7 Europe Pinnacle Cup","Nemiga",10
"2178","6/3/19","Nemiga","11","Vitality","16","Overpass","ECS Season 7 Europe Pinnacle Cup","Vitality",5
"2179","6/3/19","Nemiga","16","Vitality","13","Inferno","ECS Season 7 Europe Pinnacle Cup","Nemiga",3
"2180","6/3/19","Movistar Riders","13","Epsilon","16","Mirage","ECS Season 7 Europe Pinnacle Cup","Epsilon",3
"2181","6/3/19","Movistar Riders","8","Epsilon","16","Inferno","ECS Season 7 Europe Pinnacle Cup","Movistar Riders",8
"2182","6/3/19","Sprout","16","Windigo","4","Dust2","ECS Season 7 Europe Pinnacle Cup","Windigo",12
"2183","6/3/19","Sprout","16","Windigo","9","Inferno","ECS Season 7 Europe Pinnacle Cup","Windigo",7
"2184","6/3/19","Chaos","3","Epsilon","16","Cache","ECS Season 7 Europe Pinnacle Cup","Chaos",13
"2185","6/3/19","Epsilon","16","Chaos","8","Mirage","ECS Season 7 Europe Pinnacle Cup","Chaos",8
"2186","6/3/19","Epsilon","10","Chaos","16","Dust2","ECS Season 7 Europe Pinnacle Cup","Chaos",6
"2187","6/3/19","AGO","16","Sprout","7","Inferno","ECS Season 7 Europe Pinnacle Cup","Sprout",9
"2188","6/3/19","Sprout","8","AGO","16","Train","ECS Season 7 Europe Pinnacle Cup","Sprout",8
"2189","6/3/19","Vitality","9","AVANGAR","16","Mirage","ECS Season 7 Europe Pinnacle Cup","Vitality",7
"2190","6/3/19","Windigo","7","Valiance","16","Train","ECS Season 7 Europe Pinnacle Cup","Windigo",9
"2191","6/3/19","Windigo","3","Valiance","16","Mirage","ECS Season 7 Europe Pinnacle Cup","Windigo",13
"2192","6/3/19","Windigo","16","Valiance","14","Dust2","ECS Season 7 Europe Pinnacle Cup","Windigo",2
"2193","6/3/19","AVANGAR","12","Vitality","16","Overpass","ECS Season 7 Europe Pinnacle Cup","Vitality",4
"2194","6/3/19","Vitality","14","AVANGAR","16","Dust2","ECS Season 7 Europe Pinnacle Cup","AVANGAR",2
"2195","6/3/19","Spirit","13","Nemiga","16","Mirage","ECS Season 7 Europe Pinnacle Cup","Nemiga",3
"2196","6/3/19","Nemiga","16","Spirit","11","Inferno","ECS Season 7 Europe Pinnacle Cup","Nemiga",5
"2197","6/3/19","x-kom","16","Winstrike","11","Mirage","ECS Season 7 Europe Pinnacle Cup","x-kom",5
"2198","6/3/19","Winstrike","5","x-kom","16","Cache","ECS Season 7 Europe Pinnacle Cup","Winstrike",11
"2199","6/3/19","Movistar Riders","10","forZe","16","Nuke","ECS Season 7 Europe Pinnacle Cup","forZe",6
"2200","6/3/19","Movistar Riders","6","forZe","16","Mirage","ECS Season 7 Europe Pinnacle Cup","Movistar Riders",10
"2201","6/3/19","Windigo","4","Winstrike","16","Mirage","LOOT.BET Season 1","Windigo",12
"2202","6/3/19","Winstrike","16","Windigo","12","Overpass","LOOT.BET Season 1","Winstrike",4
"2203","5/3/19","Windigo","16","Heroic","13","Overpass","ECS Season 7 Europe Pinnacle Cup","Windigo",3
"2204","5/3/19","Heroic","16","Windigo","11","Dust2","ECS Season 7 Europe Pinnacle Cup","Heroic",5
